Symbol	ID	Name	Synonyms	Chromosome	Category
TNFRSF1A	7132	"tumor necrosis factor receptor superfamily, member 1A"	CD120a|FPF|MGC19588|TBP1|TNF-R|TNF-R-I|TNF-R55|TNFAR|TNFR1|TNFR55|TNFR60|p55|p55-R|p60	12	Cytokine_Receptors
TNFRSF1B	7133	"tumor necrosis factor receptor superfamily, member 1B"	CD120b|TBPII|TNF-R-II|TNF-R75|TNFBR|TNFR1B|TNFR2|TNFR80|p75|p75TNFR	1	Cytokine_Receptors
TNFRSF21	27242	"tumor necrosis factor receptor superfamily, member 21"	BM-018|DR6|MGC31965	6	Cytokine_Receptors
TNFRSF25	8718	"tumor necrosis factor receptor superfamily, member 25"	APO-3|DDR3|DR3|LARD|TNFRSF12|TR3|TRAMP|WSL-1|WSL-LR	1	Cytokine_Receptors
TNFRSF4	7293	"tumor necrosis factor receptor superfamily, member 4"	ACT35|CD134|OX40|TXGP1L	1	Cytokine_Receptors
TNFRSF6B	8771	"tumor necrosis factor receptor superfamily, member 6b, decoy"	DCR3|DJ583P15.1.1|M68|TR6	20	Cytokine_Receptors
TNFRSF8	943	"tumor necrosis factor receptor superfamily, member 8"	CD30|D1S166E|Ki-1	1	Cytokine_Receptors
TNFRSF9	3604	"tumor necrosis factor receptor superfamily, member 9"	4-1BB|CD137|CDw137|ILA|MGC2172	1	Cytokine_Receptors
TRHR	7201	thyrotropin-releasing hormone receptor	MGC141920	8	Cytokine_Receptors
TSHR	7253	thyroid stimulating hormone receptor	CHNG1|LGR3|MGC75129|hTSHR-I	14	Cytokine_Receptors
TUBB3	10381	"tubulin, beta 3"	MC1R|TUBB4|beta-4	16	Cytokine_Receptors
VDR	7421	"vitamin D (1,25- dihydroxyvitamin D3) receptor"	NR1I1	12	Cytokine_Receptors
VIPR1	7433	vasoactive intestinal peptide receptor 1	FLJ41949|HVR1|II|PACAP-R-2|RDC1|VAPC1|VIPR|VIRG|VPAC1|VPCAP1R	3	Cytokine_Receptors
VIPR2	7434	vasoactive intestinal peptide receptor 2	FLJ16511|VPAC2|VPCAP2R	7	Cytokine_Receptors
XCR1	2829	chemokine (C motif) receptor 1	CCXCR1|GPR5	3	Cytokine_Receptors
IFNA10	3446	"interferon, alpha 10"	MGC119878|MGC119879	9	Interferons
IFNA13	3447	"interferon, alpha 13"	-	9	Interferons
IFNA14	3448	"interferon, alpha 14"	LEIF2H|MGC125756|MGC125757	9	Interferons
IFNA16	3449	"interferon, alpha 16"	-	9	Interferons
IFNA17	3451	"interferon, alpha 17"	IFNA|INFA|LEIF2C1	9	Interferons
IFNA2	3440	"interferon, alpha 2"	IFNA|INFA2|MGC125764|MGC125765	9	Interferons
IFNA21	3452	"interferon, alpha 21"	MGC126687|MGC126689	9	Interferons
IFNA4	3441	"interferon, alpha 4"	INFA4|MGC142200	9	Interferons
IFNA5	3442	"interferon, alpha 5"	INFA5	9	Interferons
IFNA6	3443	"interferon, alpha 6"	-	9	Interferons
IFNA7	3444	"interferon, alpha 7"	IFNA-J	9	Interferons
IFNA8	3445	"interferon, alpha 8"	-	9	Interferons
IFNB1	3456	"interferon, beta 1, fibroblast"	IFB|IFF|IFNB|MGC96956	9	Interferons
IFNE	338376	"interferon, epsilon"	IFN-E|IFNE1|IFNT1|MGC119018|MGC119020|PRO655	9	Interferons
IFNG	3458	"interferon, gamma"	IFG|IFI	12	Interferons
IFNK	56832	"interferon, kappa"	RP11-27J8.1	9	Interferons
IFNW1	3467	"interferon, omega 1"	-	9	Interferons
IFNAR2	3455	"interferon (alpha, beta and omega) receptor 2"	IFN-R|IFN-alpha-REC|IFNABR|IFNARB	21	Interferon_Receptor
IFNGR1	3459	interferon gamma receptor 1	CD119|FLJ45734|IFNGR	6	Interferon_Receptor
IFNGR2	3460	interferon gamma receptor 2 (interferon gamma transducer 1)	AF-1|IFGR2|IFNGT1	21	Interferon_Receptor
IL11	3589	interleukin 11	AGIF|IL-11	19	Interleukins
IL12A	3592	"interleukin 12A (natural killer cell stimulatory factor 1, cytotoxic lymphocyte maturation factor 1, p35)"	CLMF|IL-12A|NFSK|NKSF1|P35	3	Interleukins
IL12B	3593	"interleukin 12B (natural killer cell stimulatory factor 2, cytotoxic lymphocyte maturation factor 2, p40)"	CLMF|CLMF2|IL-12B|NKSF|NKSF2	5	Interleukins
IL13	3596	interleukin 13	ALRH|BHR1|IL-13|MGC116786|MGC116788|MGC116789|P600	5	Interleukins
IL15	3600	interleukin 15	IL-15|MGC9721	4	Interleukins
IL16	3603	interleukin 16 (lymphocyte chemoattractant factor)	FLJ16806|FLJ42735|FLJ44234|HsT19289|IL-16|LCF|prIL-16	15	Interleukins
IL17A	3605	interleukin 17A	CTLA8|IL-17|IL-17A|IL17	6	Interleukins
IL17B	27190	interleukin 17B	IL-17B|IL-20|MGC138900|MGC138901|ZCYTO7	5	Interleukins
IL17C	27189	interleukin 17C	CX2|IL-17C|IL-21|MGC126884|MGC138401	16	Interleukins
IL17D	53342	interleukin 17D	FLJ30846|IL-17D|IL-22|IL-27|IL27	13	Interleukins
IL17F	112744	interleukin 17F	IL-17F|ML-1|ML1	6	Interleukins
IL18	3606	interleukin 18 (interferon-gamma-inducing factor)	IGIF|IL-18|IL-1g|IL1F4|MGC12320	11	Interleukins
IL19	29949	interleukin 19	IL-10C|MDA1|NG.1|ZMDA1	1	Interleukins
IL1A	3552	"interleukin 1, alpha"	IL-1A|IL1|IL1-ALPHA|IL1F1	2	Interleukins
IL1B	3553	"interleukin 1, beta"	IL-1|IL1-BETA|IL1F2	2	Interleukins
IL1F10	84639	"interleukin 1 family, member 10 (theta)"	FIL1-theta|FKSG75|IL-1HY2|IL1-theta|MGC119831|MGC119832|MGC119833	2	Interleukins
IL1F5	26525	"interleukin 1 family, member 5 (delta)"	FIL1|FIL1(DELTA)|FIL1D|IL1HY1|IL1L1|IL1RP3|MGC29840	2	Interleukins
IL1F6	27179	"interleukin 1 family, member 6 (epsilon)"	FIL1|FIL1(EPSILON)|FIL1E|IL-1F6|IL1(EPSILON)|MGC129552|MGC129553	2	Interleukins
IL1F7	27178	"interleukin 1 family, member 7 (zeta)"	FIL1|FIL1(ZETA)|FIL1Z|IL-1F7|IL-1H4|IL-1RP1|IL1H4|IL1RP1	2	Interleukins
IL1F8	27177	"interleukin 1 family, member 8 (eta)"	FIL1|FIL1-(ETA)|FIL1H|IL-1F8|IL-1H2|IL1-ETA|IL1H2|MGC126880|MGC126882	2	Interleukins
IL1F9	56300	"interleukin 1 family, member 9"	IL-1F9|IL-1H1|IL-1RP2|IL1E|IL1H1|IL1RP2	2	Interleukins
IL1RN	3557	interleukin 1 receptor antagonist	ICIL-1RA|IL-1ra3|IL1F3|IL1RA|IRAP|MGC10430	2	Interleukins
IL2	3558	interleukin 2	IL-2|TCGF|lymphokine	4	Interleukins
IL20	50604	interleukin 20	IL-20|IL10D|MGC96907|ZCYTO10	1	Interleukins
IL21	59067	interleukin 21	IL-21|Za11	4	Interleukins
IL22	50616	interleukin 22	IL-21|IL-22|IL-D110|IL-TIF|IL21|ILTIF|MGC79382|MGC79384|TIFIL-23|TIFa|zcyto18	12	Interleukins
IL23A	51561	"interleukin 23, alpha subunit p19"	IL-23|IL-23A|IL23P19|MGC79388|P19|SGRF	12	Interleukins
IL24	11009	interleukin 24	C49A|FISP|IL-24|IL10B|MDA7|Mob-5|ST16|mda-7	1	Interleukins
IL25	64806	interleukin 25	IL-17E|IL-25|IL17E	14	Interleukins
IL26	55801	interleukin 26	AK155|IL-26	12	Interleukins
IL27	246778	interleukin 27	IL-27|IL-27A|IL27p28|IL30|MGC71873|p28	16	Interleukins
IL28A	282616	"interleukin 28A (interferon, lambda 2)"	IFNL2|IL-28A	19	Interleukins
IL28B	282617	"interleukin 28B (interferon, lambda 3)"	IFNL3|IL-28B|IL28C	19	Interleukins
IL29	282618	"interleukin 29 (interferon, lambda 1)"	IFNL1|IL-29	19	Interleukins
IL3	3562	"interleukin 3 (colony-stimulating factor, multiple)"	IL-3|MCGF|MGC79398|MGC79399|MULTI-CSF	5	Interleukins
IL31	386653	interleukin 31	IL-31	12	Interleukins
IL32	9235	interleukin 32	IL-32alpha|IL-32beta|IL-32delta|IL-32gamma|NK4|TAIF|TAIFa|TAIFb|TAIFc|TAIFd	16	Interleukins
IL33	90865	interleukin 33	C9orf26|DKFZp586H0523|DVS27|NF-HEV|NFEHEV|RP11-575C20.2	9	Interleukins
IL34	146433	interleukin 34	C16orf77|IL-34|MGC34647	16	Interleukins
IL4	3565	interleukin 4	BCGF-1|BCGF1|BSF1|IL-4|MGC79402	5	Interleukins
IL5	3567	"interleukin 5 (colony-stimulating factor, eosinophil)"	EDF|IL-5|TRF	5	Interleukins
IL6	3569	"interleukin 6 (interferon, beta 2)"	BSF2|HGF|HSF|IFNB2|IL-6	7	Interleukins
IL6ST	3572	"interleukin 6 signal transducer (gp130, oncostatin M receptor)"	CD130|CDw130|GP130|GP130-RAPS|IL6R-beta	5	Interleukins
IL7	3574	interleukin 7	IL-7	8	Interleukins
IL8	3576	interleukin 8	CXCL8|GCP-1|GCP1|LECT|LUCT|LYNAP|MDNCF|MONAP|NAF|NAP-1|NAP1	4	Interleukins
IL9	3578	interleukin 9	HP40|IL-9|P40	5	Interleukins
TXLNA	200081	taxilin alpha	DKFZp451J0118|IL14|MGC118870|MGC118871|RP4-622L5.4|TXLN	1	Interleukins
IL10RA	3587	"interleukin 10 receptor, alpha"	CDW210A|HIL-10R|IL-10R1|IL10R	11	Interleukins_Receptor
IL10RB	3588	"interleukin 10 receptor, beta"	CDW210B|CRF2-4|CRFB4|D21S58|D21S66|IL-10R2	21	Interleukins_Receptor
IL11RA	3590	"interleukin 11 receptor, alpha"	MGC2146	9	Interleukins_Receptor
IL11RB	3591	"interleukin 11 receptor, beta"	-	-	Interleukins_Receptor
IL12RB1	3594	"interleukin 12 receptor, beta 1"	CD212|IL-12R-BETA1|IL12RB|MGC34454	19	Interleukins_Receptor
IL12RB2	3595	"interleukin 12 receptor, beta 2"	-	1	Interleukins_Receptor
IL13RA1	3597	"interleukin 13 receptor, alpha 1"	CD213A1|IL-13Ra|NR4	X	Interleukins_Receptor
IL13RA2	3598	"interleukin 13 receptor, alpha 2"	CD213A2|CT19|IL-13R|IL13BP	X	Interleukins_Receptor
IL15RA	3601	"interleukin 15 receptor, alpha"	MGC104179	10	Interleukins_Receptor
IL15RB	3602	"interleukin 15 receptor, beta"	-	-	Interleukins_Receptor
IL17RA	23765	interleukin 17 receptor A	CD217|CDw217|IL-17RA|IL17R|MGC10262|hIL-17R	22	Interleukins_Receptor
IL17RB	55540	interleukin 17 receptor B	CRL4|EVI27|IL17BR|IL17RH1|MGC5245	3	Interleukins_Receptor
IL17RC	84818	interleukin 17 receptor C	FLJ95963|FLJ96005|IL17-RL|IL17RL|MGC10763	3	Interleukins_Receptor
IL17RD	54756	interleukin 17 receptor D	DKFZp434N1928|FLJ35755|IL-17RD|IL17RLM|MGC133309|SEF	3	Interleukins_Receptor
IL17RE	132014	interleukin 17 receptor E	FLJ23658|MGC71884	3	Interleukins_Receptor
IL18R1	8809	interleukin 18 receptor 1	CD218a|CDw218a|IL-1Rrp|IL18RA|IL1RRP	2	Interleukins_Receptor
IL18RAP	8807	interleukin 18 receptor accessory protein	ACPL|CD218b|CDw218b|IL18RB|MGC120589|MGC120590	2	Interleukins_Receptor
IL1R1	3554	"interleukin 1 receptor, type I"	CD121A|D2S1473|IL-1R-alpha|IL1R|IL1RA|P80	2	Interleukins_Receptor
IL1R2	7850	"interleukin 1 receptor, type II"	CD121b|IL1RB|MGC47725	2	Interleukins_Receptor
IL1RAP	3556	interleukin 1 receptor accessory protein	C3orf13|FLJ37788|IL-1RAcP|IL1R3	3	Interleukins_Receptor
IL1RL1	9173	interleukin 1 receptor-like 1	DER4|FIT-1|MGC32623|ST2|ST2L|ST2V|T1	2	Interleukins_Receptor
IL1RL2	8808	interleukin 1 receptor-like 2	IL1R-rp2|IL1RRP2	2	Interleukins_Receptor
IL20RA	53832	"interleukin 20 receptor, alpha"	FLJ40993|IL-20R1|ZCYTOR7	6	Interleukins_Receptor
IL20RB	53833	interleukin 20 receptor beta	DIRS1|FNDC6|IL-20R2|MGC34923	3	Interleukins_Receptor
IL21R	50615	interleukin 21 receptor	MGC10967|NILR	16	Interleukins_Receptor
IL22RA1	58985	"interleukin 22 receptor, alpha 1"	CRF2-9|IL22R|IL22R1	1	Interleukins_Receptor
IL22RA2	116379	"interleukin 22 receptor, alpha 2"	CRF2-10|CRF2-S1|CRF2X|IL-22BP|MGC150509|MGC150510	6	Interleukins_Receptor
IL23R	149233	interleukin 23 receptor	-	1	Interleukins_Receptor
IL27RA	9466	"interleukin 27 receptor, alpha"	CRL1|IL27R|TCCR|WSX1|zcytor1	19	Interleukins_Receptor
IL28RA	163702	"interleukin 28 receptor, alpha (interferon, lambda receptor)"	CRF2/12|IFNLR|IFNLR1|IL-28R1|LICR2	1	Interleukins_Receptor
IL2RA	3559	"interleukin 2 receptor, alpha"	CD25|IDDM10|IL2R|TCGFR	10	Interleukins_Receptor
IL2RB	3560	"interleukin 2 receptor, beta"	CD122|P70-75	22	Interleukins_Receptor
IL2RG	3561	"interleukin 2 receptor, gamma (severe combined immunodeficiency)"	CD132|IMD4|SCIDX|SCIDX1	X	Interleukins_Receptor
IL31RA	133396	interleukin 31 receptor A	CRL|CRL3|GLM-R|GLMR|GPL|IL-31RA|MGC125346|PRO21384	5	Interleukins_Receptor
IL3RA	3563	"interleukin 3 receptor, alpha (low affinity)"	CD123|IL3R|IL3RAY|IL3RX|IL3RY|MGC34174|hIL-3Ra	X|Y	Interleukins_Receptor
IL4R	3566	interleukin 4 receptor	CD124|IL4RA	16	Interleukins_Receptor
IL5RA	3568	"interleukin 5 receptor, alpha"	CD125|CDw125|HSIL5R3|IL5R|MGC26560	3	Interleukins_Receptor
IL6R	3570	interleukin 6 receptor	CD126|IL-6R-1|IL-6R-alpha|IL6RA|MGC104991	1	Interleukins_Receptor
IL7R	3575	interleukin 7 receptor	CD127|CDW127|IL-7R-alpha|IL7RA|ILRA	5	Interleukins_Receptor
IL8RA	3577	"interleukin 8 receptor, alpha"	C-C|C-C-CKR-1|CD128|CD181|CDw128a|CKR-1|CMKAR1|CXCR1|IL8R1|IL8RBA	2	Interleukins_Receptor
IL8RB	3579	"interleukin 8 receptor, beta"	CD182|CDw128b|CMKAR2|CXCR2|IL8R2|IL8RA	2	Interleukins_Receptor
IL9R	3581	interleukin 9 receptor	CD129	X|Y	Interleukins_Receptor
ST2	6761	suppression of tumorigenicity 2	-	11	Interleukins_Receptor
HLA-A	3105	"major histocompatibility complex, class I, A"	FLJ26655|HLAA	6	NaturalKiller_Cell_Cytotoxicity
HLA-B	3106	"major histocompatibility complex, class I, B"	AS|HLA-B-7301|HLA-B73|HLAB|HLAC|MGC111087|SPDA1	6	NaturalKiller_Cell_Cytotoxicity
HLA-C	3107	"major histocompatibility complex, class I, C"	D6S204|FLJ27082|HLA-Cw|HLA-Cw12|HLA-JY3|HLC-C|PSORS1	6	NaturalKiller_Cell_Cytotoxicity
HLA-E	3133	"major histocompatibility complex, class I, E"	DKFZp686P19218|EA1.2|EA2.1|HLA-6.2|MHC|QA1	6	NaturalKiller_Cell_Cytotoxicity
HLA-G	3135	"major histocompatibility complex, class I, G"	MHC-G	6	NaturalKiller_Cell_Cytotoxicity
KIR3DL1	3811	"killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 1"	CD158E1|KIR|MGC119726|MGC119728|MGC126589|MGC126591|NKAT3|NKB1|NKB1B	19	NaturalKiller_Cell_Cytotoxicity
KIR3DL2	3812	"killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 2"	CD158K|MGC125321|NKAT4|NKAT4B|p140	19	NaturalKiller_Cell_Cytotoxicity
KIR2DL1	3802	"killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 1"	CD158A|KIR-K64|KIR221|NKAT|NKAT1|p58.1	19	NaturalKiller_Cell_Cytotoxicity
KIR2DL2	3803	"killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 2"	CD158B1|CD158b|NKAT6|p58.2	19	NaturalKiller_Cell_Cytotoxicity
KIR2DL3	3804	"killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 3"	CD158B2|CD158b|GL183|KIR-023GB|KIR-K7b|KIR-K7c|KIRCL23|MGC129943|NKAT|NKAT2|NKAT2A|NKAT2B|p58	19	NaturalKiller_Cell_Cytotoxicity
KIR2DL4	3805	"killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 4"	CD158D|G9P|KIR103|KIR103AS	19	NaturalKiller_Cell_Cytotoxicity
KIR2DL5A	57292	"killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 5A"	CD158F|KIR2DL5|KIR2DL5.1|KIR2DL5.3	19	NaturalKiller_Cell_Cytotoxicity
KLRC1	3821	"killer cell lectin-like receptor subfamily C, member 1"	CD159A|MGC13374|MGC59791|NKG2|NKG2A	12	NaturalKiller_Cell_Cytotoxicity
KLRC2	3822	"killer cell lectin-like receptor subfamily C, member 2"	CD159c|MGC138244|NKG2-C|NKG2C	12	NaturalKiller_Cell_Cytotoxicity
KLRC3	3823	"killer cell lectin-like receptor subfamily C, member 3"	NKG2-E|NKG2E	12	NaturalKiller_Cell_Cytotoxicity
KLRD1	3824	"killer cell lectin-like receptor subfamily D, member 1"	CD94	12	NaturalKiller_Cell_Cytotoxicity
PTPN6	5777	"protein tyrosine phosphatase, non-receptor type 6"	HCP|HCPH|HPTP1C|PTP-1C|SH-PTP1|SHP-1|SHP-1L|SHP1	12	NaturalKiller_Cell_Cytotoxicity
PTPN11	5781	"protein tyrosine phosphatase, non-receptor type 11"	BPTP3|CFC|MGC14433|NS1|PTP-1D|PTP2C|SH-PTP2|SH-PTP3|SHP2	12	NaturalKiller_Cell_Cytotoxicity
ICAM1	3383	intercellular adhesion molecule 1	BB2|CD54|P3.58	19	NaturalKiller_Cell_Cytotoxicity
ICAM2	3384	intercellular adhesion molecule 2	CD102	17	NaturalKiller_Cell_Cytotoxicity
ITGAL	3683	"integrin, alpha L (antigen CD11A (p180), lymphocyte function-associated antigen 1; alpha polypeptide)"	CD11A|LFA-1|LFA1A	16	NaturalKiller_Cell_Cytotoxicity
ITGB2	3689	"integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)"	CD18|LAD|LCAMB|LFA-1|MAC-1|MF17|MFI7	21	NaturalKiller_Cell_Cytotoxicity
PTK2B	2185	PTK2B protein tyrosine kinase 2 beta	CADTK|CAKB|FADK2|FAK2|FRNK|PKB|PTK|PYK2|RAFTK	8	NaturalKiller_Cell_Cytotoxicity
VAV3	10451	vav 3 guanine nucleotide exchange factor	FLJ40431	1	NaturalKiller_Cell_Cytotoxicity
VAV1	7409	vav 1 guanine nucleotide exchange factor	VAV	19	NaturalKiller_Cell_Cytotoxicity
VAV2	7410	vav 2 guanine nucleotide exchange factor	-	9	NaturalKiller_Cell_Cytotoxicity
RAC1	5879	"ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)"	MGC111543|MIG5|TC-25|p21-Rac1	7	NaturalKiller_Cell_Cytotoxicity
RAC2	5880	"ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)"	EN-7|Gx|HSPC022	22	NaturalKiller_Cell_Cytotoxicity
RAC3	5881	"ras-related C3 botulinum toxin substrate 3 (rho family, small GTP binding protein Rac3)"	-	17	NaturalKiller_Cell_Cytotoxicity
PAK1	5058	p21 protein (Cdc42/Rac)-activated kinase 1	MGC130000|MGC130001|PAKalpha	11	NaturalKiller_Cell_Cytotoxicity
MAP2K1	5604	mitogen-activated protein kinase kinase 1	MAPKK1|MEK1|MKK1|PRKMK1	15	NaturalKiller_Cell_Cytotoxicity
MAP2K2	5605	mitogen-activated protein kinase kinase 2	FLJ26075|MAPKK2|MEK2|MKK2|PRKMK2	19	NaturalKiller_Cell_Cytotoxicity
MAPK1	5594	mitogen-activated protein kinase 1	ERK|ERK2|ERT1|MAPK2|P42MAPK|PRKM1|PRKM2|p38|p40|p41|p41mapk	22	NaturalKiller_Cell_Cytotoxicity
MAPK3	5595	mitogen-activated protein kinase 3	ERK1|HS44KDAP|HUMKER1A|MGC20180|P44ERK1|P44MAPK|PRKM3	16	NaturalKiller_Cell_Cytotoxicity
TNF	7124	"tumor necrosis factor (TNF superfamily, member 2)"	DIF|TNF-alpha|TNFA|TNFSF2	6	NaturalKiller_Cell_Cytotoxicity
CSF2	1437	colony stimulating factor 2 (granulocyte-macrophage)	GMCSF|MGC131935|MGC138897	5	NaturalKiller_Cell_Cytotoxicity
IFNG	3458	"interferon, gamma"	IFG|IFI	12	NaturalKiller_Cell_Cytotoxicity
KIR2DS1	3806	"killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 1"	CD158H|CD158a|p50.1	19	NaturalKiller_Cell_Cytotoxicity
KIR2DS3	3808	"killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 3"	NKAT7	19	NaturalKiller_Cell_Cytotoxicity
KIR2DS4	3809	"killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 4"	CD158I|KIR1D|KIR412|KKA3|MGC120019|MGC125315|MGC125317|NKAT8	19	NaturalKiller_Cell_Cytotoxicity
KIR2DS5	3810	"killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 5"	CD158G|NKAT9	19	NaturalKiller_Cell_Cytotoxicity
NCR2	9436	natural cytotoxicity triggering receptor 2	CD336|LY95|NK-p44|NKP44|dJ149M18.1	6	NaturalKiller_Cell_Cytotoxicity
TYROBP	7305	TYRO protein tyrosine kinase binding protein	DAP12|KARAP|PLOSL	19	NaturalKiller_Cell_Cytotoxicity
LCK	3932	lymphocyte-specific protein tyrosine kinase	YT16|p56lck|pp58lck	1	NaturalKiller_Cell_Cytotoxicity
FCGR3A	2214	"Fc fragment of IgG, low affinity IIIa, receptor (CD16a)"	CD16|CD16A|FCG3|FCGR3|FCGRIII|FCR-10|FCRIII|FCRIIIA|IGFR3	1	NaturalKiller_Cell_Cytotoxicity
FCGR3B	2215	"Fc fragment of IgG, low affinity IIIb, receptor (CD16b)"	CD16|CD16b|FCG3|FCGR3	1	NaturalKiller_Cell_Cytotoxicity
LOC652578	652578	"similar to Fc fragment of IgG, low affinity IIIa, receptor for (CD16)"	-	Un	NaturalKiller_Cell_Cytotoxicity
NCR1	9437	natural cytotoxicity triggering receptor 1	CD335|FLJ99094|LY94|NK-p46|NKP46	19	NaturalKiller_Cell_Cytotoxicity
NCR3	259197	natural cytotoxicity triggering receptor 3	1C7|CD337|LY117|MALS|NKp30	6	NaturalKiller_Cell_Cytotoxicity
FCER1G	2207	"Fc fragment of IgE, high affinity I, receptor for; gamma polypeptide"	FCRG	1	NaturalKiller_Cell_Cytotoxicity
CD247	919	CD247 molecule	CD3-ZETA|CD3H|CD3Q|CD3Z|T3Z|TCRZ	1	NaturalKiller_Cell_Cytotoxicity
ZAP70	7535	zeta-chain (TCR) associated protein kinase 70kDa	FLJ17670|FLJ17679|SRK|STD|TZK|ZAP-70	2	NaturalKiller_Cell_Cytotoxicity
SYK	6850	spleen tyrosine kinase	DKFZp313N1010|FLJ25043|FLJ37489	9	NaturalKiller_Cell_Cytotoxicity
LCP2	3937	lymphocyte cytosolic protein 2 (SH2 domain containing leukocyte protein of 76kDa)	SLP-76|SLP76	5	NaturalKiller_Cell_Cytotoxicity
LAT	27040	linker for activation of T cells	LAT1|pp36	16	NaturalKiller_Cell_Cytotoxicity
PLCG1	5335	"phospholipase C, gamma 1"	PLC-II|PLC1|PLC148|PLCgamma1	20	NaturalKiller_Cell_Cytotoxicity
PLCG2	5336	"phospholipase C, gamma 2 (phosphatidylinositol-specific)"	-	16	NaturalKiller_Cell_Cytotoxicity
SH3BP2	6452	SH3-domain binding protein 2	3BP2|CRBM|CRPM|FLJ42079|FLJ54978|RES4-23	4	NaturalKiller_Cell_Cytotoxicity
PIK3CA	5290	"phosphoinositide-3-kinase, catalytic, alpha polypeptide"	MGC142161|MGC142163|PI3K|p110-alpha	3	NaturalKiller_Cell_Cytotoxicity
PIK3CB	5291	"phosphoinositide-3-kinase, catalytic, beta polypeptide"	DKFZp779K1237|MGC133043|PI3K|PI3KCB|PI3Kbeta|PIK3C1|p110-BETA	3	NaturalKiller_Cell_Cytotoxicity
PIK3CD	5293	"phosphoinositide-3-kinase, catalytic, delta polypeptide"	p110D	1	NaturalKiller_Cell_Cytotoxicity
PIK3CG	5294	"phosphoinositide-3-kinase, catalytic, gamma polypeptide"	PI3CG|PI3K|PI3Kgamma|PIK3	7	NaturalKiller_Cell_Cytotoxicity
PIK3R5	23533	"phosphoinositide-3-kinase, regulatory subunit 5"	F730038I15Rik|FOAP-2|P101-PI3K|p101	17	NaturalKiller_Cell_Cytotoxicity
PIK3R1	5295	"phosphoinositide-3-kinase, regulatory subunit 1 (alpha)"	GRB1|p85|p85-ALPHA	5	NaturalKiller_Cell_Cytotoxicity
PIK3R2	5296	"phosphoinositide-3-kinase, regulatory subunit 2 (beta)"	P85B|p85|p85-BETA	19	NaturalKiller_Cell_Cytotoxicity
PIK3R3	8503	"phosphoinositide-3-kinase, regulatory subunit 3 (gamma)"	DKFZp686P05226|FLJ41892|p55|p55-GAMMA	1	NaturalKiller_Cell_Cytotoxicity
FYN	2534	"FYN oncogene related to SRC, FGR, YES"	MGC45350|SLK|SYN	6	NaturalKiller_Cell_Cytotoxicity
SHC2	25759	SHC (Src homology 2 domain containing) transforming protein 2	SCK|SHCB|SLI	19	NaturalKiller_Cell_Cytotoxicity
SHC4	399694	"SHC (Src homology 2 domain containing) family, member 4"	MGC34023|RaLP|SHCD	15	NaturalKiller_Cell_Cytotoxicity
SHC3	53358	SHC (Src homology 2 domain containing) transforming protein 3	N-Shc|NSHC|RAI|SHCC	9	NaturalKiller_Cell_Cytotoxicity
SHC1	6464	SHC (Src homology 2 domain containing) transforming protein 1	FLJ26504|SHC|SHCA	1	NaturalKiller_Cell_Cytotoxicity
GRB2	2885	growth factor receptor-bound protein 2	ASH|EGFRBP-GRB2|Grb3-3|MST084|MSTP084	17	NaturalKiller_Cell_Cytotoxicity
SOS1	6654	son of sevenless homolog 1 (Drosophila)	GF1|GGF1|GINGF|HGF|NS4	2	NaturalKiller_Cell_Cytotoxicity
SOS2	6655	son of sevenless homolog 2 (Drosophila)	FLJ25596	14	NaturalKiller_Cell_Cytotoxicity
HRAS	3265	v-Ha-ras Harvey rat sarcoma viral oncogene homolog	C-BAS/HAS|C-H-RAS|C-HA-RAS1|CTLO|H-RASIDX|HAMSV|HRAS1|K-RAS|N-RAS|RASH1	11	NaturalKiller_Cell_Cytotoxicity
KRAS	3845	v-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog	C-K-RAS|K-RAS2A|K-RAS2B|K-RAS4A|K-RAS4B|KI-RAS|KRAS1|KRAS2|NS3|RASK2	12	NaturalKiller_Cell_Cytotoxicity
NRAS	4893	neuroblastoma RAS viral (v-ras) oncogene homolog	ALPS4|N-ras|NRAS1	1	NaturalKiller_Cell_Cytotoxicity
ARAF	369	v-raf murine sarcoma 3611 viral oncogene homolog	A-RAF|ARAF1|PKS2|RAFA1	X	NaturalKiller_Cell_Cytotoxicity
BRAF	673	v-raf murine sarcoma viral oncogene homolog B1	B-RAF1|BRAF1|FLJ95109|MGC126806|MGC138284|RAFB1	7	NaturalKiller_Cell_Cytotoxicity
RAF1	5894	v-raf-1 murine leukemia viral oncogene homolog 1	CRAF|NS5|Raf-1|c-Raf	3	NaturalKiller_Cell_Cytotoxicity
